id,name,dealDate,dealType,dealType2,dealSize,postValuation,dealSynopsis,dealStatus,dealFinancingStatus,dealBusinessStatus,primaryIndustryCode,verticals,description,hqLocation,companyWebsite,investor,company_id,investor_id
217,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Douwe Kiela,919,4560
218,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Geoffrey Hinton,919,
219,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Ivan Zhang,919,1602
220,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Jascha Sohl-Dickstein,919,
221,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Jeff Dean,919,
222,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Jonathan Frankle,919,
223,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Naveen Rao,919,
224,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Outset Capital,919,14636
225,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Quiet Capital,919,9588
226,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Radical Ventures,919,8289
227,DatologyAI,22-Feb-2024,Seed Round,Seed Round,11.65,46.60,"The company raised $11.65 million of Seed funding in a deal led by Amplify Partners on February 22, 2024, putting the company's pre-money valuation at $34.95 million. Quiet Capital, Radical Ventures, Conviction Partners, Outset Capital, Jeff Dean, Geoffrey Hinton, Yann LeCun, Adam D'Angelo, Aidan Gomez, Ivan Zhang, Douwe Kiela, Naveen Rao, Jascha Sohl-Dickstein, Barry McCardel and Jonathan Frankle also participated in the round.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Developer of deep learning AI tools designed to offer assistance for automatic selection in data training. The company's tool offers to identify redundant, noisy, or otherwise harmful data points through modality-agnostic algorithms that are not limited to text or images and do not require labels, enabling clients in nearly any vertical to train models for cheaper.","Menlo Park, CA",www.datologyai.com,Yann LeCun,919,9770
228,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Akshay Kothari,920,
229,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Benchmark,920,18484
230,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Chris Riccomini,920,
231,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Chrix Finne,920,
232,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Corey Quinn,920,
233,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Dylan Field,920,4567
234,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Edward Jay Kreps,920,4578
235,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Elad Gil,920,4581
236,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Erica Ruliffson Schultz,920,
237,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Ganesh Srinivasan,920,9911
238,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Ilan Rabinovitch,920,
239,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Josh Wills,920,
240,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Kishore Gopalakrishna,920,16714
241,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Neha Narkhede,920,
242,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Srikrishnan Ganesan,920,9337
243,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,SV Angel,920,9516
244,Nile (Database Software),30-Jan-2024,Seed Round,Seed Round,11.60,52.77,"The company raised $11.6 million of Seed funding in a deal led by Benchmark (San Francisco) on January 30, 2024, putting the company's pre-money valuation at $41.17 million. SV Angel, Jay Kreps, Neha Narkhede, Dylan Field, Elad Gil, Akshay Kothari, Ganesh Srinivasan, Erica Ruliffson Schultz, Tim Howes, Chris Riccomini, Kishore Gopalakrishna, Chrix Finne, Josh Wills, Srikrishnan Ganesan, Ilan Rabinovitch, Corey Quinn and other undisclosed investors also participated in the round. The funds will be used to build Serverless Postgres for Modern SaaS.",Completed,Venture Capital-Backed,Generating Revenue,Database Software,"Artificial Intelligence & Machine Learning, Big Data, SaaS","Developer of a serverless postgres database platform designed for modern SaaS applications. The company's platform features built-in tenant virtualization, drop-in user management, and seamless tenant-aware vector embeddings, enabling SaaS providers to deliver secure, performant, and AI-powered applications at the global scale.","San Francisco, CA",www.thenile.dev,Timothy Howes,920,
245,Blue Flag Security,21-Mar-2024,Seed Round,Seed Round,11.50,,"The company raised $11.5 million of seed funding in a deal led by Maverick Ventures and Ten Eleven Ventures on March 21, 2024. Pier 88 Investment Partners also participated in the round. The funds will be used to accelerate the development of its SDLC security and governance platform, which delivers end-to-end, identity-centric protection across the development lifecycle from code to production.",Completed,Venture Capital-Backed,Generating Revenue,Media and Information Services (B2B),Cybersecurity,"Operator of a security service-based company intended to offer comprehensive protection for businesses and individuals. The company physical security, cybersecurity, and risk management services with advanced cybersecurity protocols, enabling clients to mitigate threats and ensure the safety of assets and information.","Sunnyvale, CA",www.blueflagsecurity.com,Maverick Ventures,921,23248
246,Blue Flag Security,21-Mar-2024,Seed Round,Seed Round,11.50,,"The company raised $11.5 million of seed funding in a deal led by Maverick Ventures and Ten Eleven Ventures on March 21, 2024. Pier 88 Investment Partners also participated in the round. The funds will be used to accelerate the development of its SDLC security and governance platform, which delivers end-to-end, identity-centric protection across the development lifecycle from code to production.",Completed,Venture Capital-Backed,Generating Revenue,Media and Information Services (B2B),Cybersecurity,"Operator of a security service-based company intended to offer comprehensive protection for businesses and individuals. The company physical security, cybersecurity, and risk management services with advanced cybersecurity protocols, enabling clients to mitigate threats and ensure the safety of assets and information.","Sunnyvale, CA",www.blueflagsecurity.com,Pier 88 Investment Partners,921,14660
